id	disease_name_cn	disease_name_entry_cn
8552	前骨间神经卡压综合征	前骨间神经卡压综合症|Kiloh-NevinⅡ性综合征|骨间肌神经炎|骨间前神经终末支卡压综合征|前臂骨间肌神经孤立性神经炎|前臂骨间神经综合征|前骨间肌神经损害综合征|前骨间神经卡压症|神经性肌萎缩
8618	桡神经感觉支卡压	Wartenbery综合征|犯人麻痹|手痛性麻痹|手袖疾病|桡神经感觉支压迫麻痹|桡神经浅支卡压综合征|手袖病
6547	股外侧皮神经嵌压综合征	
4287	髋外翻	
5295	踝关节骨折	脚踝骨折|踝部骨折
12472	创伤性关节积脂血症	
6075	急性肌张力障碍	
6551	骨膜下血肿综合征	婴儿坏血病综合征|Cheadle-Moeller-Barlow综合征|小儿维生素C缺乏病|小儿Barlow综合征|小儿Cheadle-Moeller-Barlow综合征|小儿骨膜下血肿综合征|小儿坏血病|小儿维生素C缺乏|儿童坏血病
3702	Hajdu-Cheney综合征	
8908	书写痉挛	书写麻痹|速记员麻痹|原发性书写震颤
7064	单纯性寰枢椎脱位	
11073	肩部骨折	肩骨折
5030	炎症性肠病关节炎	炎症肠病关节炎|炎性肠病反应性关节炎
7104	骶髂关节扭伤或半脱位	
1656	骨化性肌炎	Lutwake综合征|Munchmeyer综合征|多发性进行性骨化性肌炎|钙化性肌炎|骨化性肌炎综合征|关节周围骨化|关节周围新骨形成|脊髓损伤后异处生骨|截瘫性骨关节病|进行性骨化性肌炎|进行性骨化性肌炎综合征|进行性骨化性纤维组织发育不全症|局限性骨化性肌炎、肌性骨炎|弥漫性进行性骨化性肌炎|神经源性骨化性肌炎|移位骨化|异位骨化
1803	骨Paget病	变形性骨炎|Paget骨病|畸形性骨炎|骨佩吉特氏病|佩吉特氏骨病|佩吉特骨病|骨Paget综合征|Paget综合征|佩吉特综合征|骨外层肥厚畸形综合征|先天性磷酸盐血症|遗传性高危磷酸酶血症|遗传性畸形性骨炎
10533	椎体严重楔形变并伴小关节半脱位	屈曲(旋转)型骨折脱位
1317	颌骨骨折	
1638	肌痉挛状态	
7109	第Ⅳ型脊髓血管畸形	
1298	椎间盘移位	
1176	关节积水	
9244	先天性桡骨缺如	桡骨棒状手|先天性桡骨缺失|轴旁性桡侧半肢畸形
11031	肌营养不良症	肌营养不良
11098	颈椎结核	
296	发育性骨疾病	
8035	老年人脊髓亚急性联合变性	老年脊髓亚急性联合变性|老年人亚急性脊髓混合变性
6661	尺神经损伤	
11000	骨膜性软骨肉瘤	
299	代谢性骨疾病	
6039	交叉瘫	
10709	棘突滑囊炎	
4376	骨纤维肉瘤	
9290	向胸腰段脊髓供血的大根动脉缺血症候群	
10527	椎管内结核瘤	
9858	小儿眼-耳-脊椎综合征	小儿Goldenhar综合征|小儿耳-脊椎综合征|小儿下颌面骨发育不全-眼球上皮样囊肿综合征|小儿颜面-听-脊柱异常|小儿眼-耳-脊椎发育不良综合征|小儿眼-耳-脊椎综合症|小儿眼-脊柱发育不全|小儿眼耳脊椎发育不良综合征
5953	慢性进行性远端脊肌萎缩症	
5351	脊髓蛛网膜炎	
7560	黄韧带骨化症	
2306	脊柱疾病	
7720	肩峰下滑囊炎	肩峰下囊炎|三角肌下滑囊炎|三角肌下囊炎
3128	骨巨细胞瘤	破骨细胞瘤
9812	小儿纤维性骨营养不良综合征	小儿Albright-McCune-Stenberg综合征|小儿Albright综合征|小儿McCune-Albright综合征|小儿多发性骨纤维化|小儿多发性纤维骨发育不良|小儿多发性纤维结构不良|小儿多发性纤维异常增殖症|小儿骨纤维性发育异常-色素沉着性综合征|小儿纤维性骨营养不良症|小儿纤维性骨营养不良综合症|小儿棕色斑综合征|多发性骨纤维化|纤维性骨营养不良症|多发性纤维骨发育不良|多发性纤维结构不良|多发性纤维异常增殖症|Albright-McCune-Stenberg综合征|棕色斑综合征|骨纤维性发育异常-色素沉着性综合征|播散性纤维性骨炎
12458	手筋膜间隔区综合征	手内在肌的Volkmann挛缩|手部筋膜间室综合征|手筋膜室综合征
11318	松毛虫性骨关节病	
8749	上颈椎不稳症	颅椎间过度松动症|Bell-Dally脱位|Grisel综合征|inter-cranial vertebraana-cinch disease|病理性寰枢脱位|非外伤性寰枢脱位|寰枢关节旋转性半脱位|自发性寰椎脱位
1815	全身脆性骨硬化	全身石骨综合征|大理石骨病|骨骼石化病|骨斑纹症|先天性骨硬化病|Albers-Schonberg 综合征|广泛性骨硬化症
532	挛缩	
7776	筋膜间隔区综合征	间隔综合征|筋膜间隔区综合症|筋膜间隙综合征|Volkmann缺血|Volkmann缺血性肌挛缩|创伤后肌挛缩综合征|创伤性胫前肌群缺血坏死|多室性肌膜腔综合征|行军坏死|急性肌坏死|间隔区综合征|缺血性肌挛缩|缺血性肢体麻痹挛缩综合征|纤维性肌炎综合征|悬吊缺血性挛缩
1041	先天性手畸形	
7555	寰椎骨折	Jefferson骨折
9028	外伤性颈内动脉海绵窦瘘	
3838	肌肝脑眼侏儒症	
9942	小儿锥体功能不良综合征	小儿先天性全色盲|小儿锥体功能不良综合症|小儿锥体机能不良综合征
8447	脓毒症和菌血症	败血病和菌血症|脓毒病和菌血症
7731	腱病	腱炎
7655	脊髓前中央动脉缺血症候群	
12471	半肢骨骺发育异常	Faivbank病|半肢骨骺发育异常|半肢畸形|半肢体骨骺发育不良|半肢性骨骺发育异常|多发性骨骺异常症|骨骺骨软骨瘤|关节软骨瘤|良性骨骺骨软骨瘤|续连症
6918	髌骨骨软骨病	Sinding-Larsen病|髌骨骨骺炎|青少年髌骨炎|生长性髌骨炎|髌软骨软化症|髌骨下缘副骨化中心形成|髌骨软骨炎|髌骨骨骺骨软骨炎|髌骨副骨化中心骨软骨炎综合征|Sinding-Larsen-Johansson病|Sinding Larson综合征|Larsen-Johnsson综合征
7431	肱骨远端全骨骺分离	
7536	化脓性腱鞘炎	
10078	胸椎黄韧带骨化症	
6798	Morton跖头痛	Morton病|趾底总神经瘤
2643	维尔纳综合征	沃纳综合征|白内障-硬皮病-早老综合征|成人型早老症|成人早老症|成人早老综合征|维尔纳氏综合征|沃纳综合症
7646	脊膜膨出与脊膜脊髓膨出	脊膜膨出与和脊髓脊膜膨出|脑脊膜膨出和脊髓脊膜膨出|脑膜膨出和脊髓脊膜膨出
639	Camurati-Engelmann综合征	
8558	前十字韧带损伤	前交叉韧带损伤
8305	慢性劳损性颈背部筋膜纤维织炎	肌纤维织炎|纤维肌炎|纤维组织炎
7445	股动脉瘤	
6917	髌骨不稳定	
5429	颌骨骨髓炎	骨槽风|穿腮
8378	拇指掌指关节尺侧侧副韧带损伤	滑雪拇指
11239	屈肌腱损伤	
6145	透析性骨关节病	β2-微球蛋白淀粉样变|透析性创伤性关节病|透析性外伤性关节病
8939	四边孔综合征	四边孔综合症|肩四边孔综合征|腋神经受压症
9233	先天性胫骨假关节	
7470	骨质软化症与佝偻病	佝偻病和骨质软化症
7452	股神经卡压综合征	股神经卡压综合症|急性股神经卡压综合征
2379	色素沉着绒毛结节性滑膜炎	色素绒毛结节性滑膜炎|色素性绒毛滑膜炎|腱鞘黄色肉芽综合征|出血性绒毛结节性滑膜炎|骨髓巨细胞瘤|关节黄色瘤样肿瘤|滑膜黄色瘤|滑膜良性多形核细胞瘤|滑膜瘤|黄色瘤|黄色肉芽肿|巨细胞纤维肉瘤|巨细胞纤维血管瘤|良性滑膜瘤|慢性出血性绒毛状滑膜炎|慢性出血性绒性滑膜瘤|绒毛性关节炎|纤维含铁血黄素肉瘤
7446	股动脉损伤	
2253	肩关节脱位	肩脱位
2453	Tietze综合征	非特异性肋软骨炎|Tietze病|无菌性肋软骨炎|肋软骨增生症|营养障碍性肋软骨萎缩症|肋软骨结合处综合征|肋软骨增生病|粗隆性软骨病|结节状软骨病综合征|肋软骨交界部综合征|肋软骨结合综合征|肋软骨隆突症|肋软骨炎|肋软骨综合征|肋胸综合征|特发性肋软骨炎|胸骨旁软骨痛|胸廓软骨病|胸锁关节一时性滑膜炎
12465	肘关节应力损伤综合征	
778	嗜酸细胞肉芽肿	嗜酸性细胞肉芽肿
8528	其他晶体性关节病	
5482	胫骨平台骨折	
3078	动脉瘤样骨囊肿	动脉瘤样骨性囊肿|动脉瘤性骨囊肿
223	手足徐动症	偏瘫后舞蹈病|易变性痉挛|指划运动|指痉病
949	Gardner综合征	家族性结肠息肉症|遗传性肠息肉综合征
5973	中间型脊髓性肌萎缩症	Ⅱ型脊髓性肌萎缩症
474	软骨肉瘤	
12479	漂浮膝	浮膝损伤|浮膝|创伤性浮膝
1148	发育性髋关节脱位	先天性髋关节脱位|先天性髋脱位|发育性髋关节发育不良|髋发育不全
10520	转移性骨肿瘤	骨的转移瘤|骨转移性恶性肿瘤|骨转移瘤
7822	胫骨后唇骨折	
10531	椎间隙感染	
7228	肥大性脊椎炎	增生性脊椎炎
7821	胫腓下联合前部分离	
7812	颈椎单侧及双侧小关节脱位	
3131	成骨细胞瘤	骨母细胞瘤|成骨性纤维瘤|巨型骨样骨瘤
916	先天性足畸形	
9189	下部附加前根脊髓动脉缺血症候群	
9415	小儿发育性髋脱位	小儿发育性髋关节脱位|小儿先天性髋关节发育不良|小儿先天性髋关节脱臼|小儿先天性髋关节脱位
2371	滑膜肉瘤	恶性滑膜瘤
7815	颈椎后脱位	
12495	暂时性髋关节滑膜炎	中毒性滑膜炎|暂时性髋关节炎|暂时性滑膜炎|暂时性关节炎|暂时性骨骺炎|应急性髋关节|应激性髋关节|疑似结核性髋关节综合征|一时性髋关节炎|间歇性关节积液|急性暂时骨骺炎|急性一过性髋关节滑膜炎|幻髋|过敏性髋关节炎|鬼怪髋|观察髋|非特异性滑膜炎|儿童暂时性髋关节滑膜炎|单纯浆液髋关节炎|observation hip综合征
3719	胫后肌腱功能障碍	
9231	先天性肌缺如	先天性肌肉缺失症
7295	复发性髌骨脱位	
7031	创伤性肩关节前脱位	
2115	桡骨骨折	
1591	小头畸形	
10513	肘关节结核	
7466	骨血管瘤	
2409	网球肘	肱骨外上髁炎|桡侧伸腕肌肌腱损伤|桡肱骨粘液囊炎|网球手肘|网球员肘病|肘部发炎|肱骨外上髁滑囊炎|桡肱骨关节滑囊炎综合征|网球肘病|网球肘综合征
6445	Relter综合征	
6660	正中神经损伤	
10869	闭合性脑外伤	
1522	下颌骨骨折	下颌骨折
5437	颞下颌关节感染	
294	骨囊肿	
5439	颞下颌关节内强直	真性颞下颌关节强直
12459	腕舟骨缺血性坏死	Preiser病|外伤后腕舟状骨疏松及萎缩|腕舟骨Preiser病|腕舟骨骨折后遗症|腕舟骨缺血性坏死
5048	尤文肉瘤	尤因肉瘤|未分化网织细胞肉瘤|Ewing肉瘤|Ewing病|Ewing肉瘤Ewing综合征|内皮细胞性骨髓瘤
12497	跖跗关节脱位	跖跗关节骨折脱位|跗横关节脱位|Lisfranc脱位|Lisfranc骨折脱位|Chopart脱位
3716	先天性下肢畸形	
9963	小腿动脉损伤	
4022	颈椎病	颈椎综合征|颈椎退行性变|颈椎骨关节肥大性脊髓病
7642	棘上韧带损伤	
10580	坐骨神经盆腔出口狭窄症	坐骨神经盆腔出口嵌压症|坐骨神经盆腔出口综合征
10758	桡骨颈骨折	
473	软骨瘤	内生软骨瘤病|欧利病|Ollier病|多发内生软骨瘤病|多发软骨发育异常|多发性内生软骨瘤病|多发性软骨发育异常|多发性遗传畸形性软骨发育异常|多发遗传畸形性软骨发育异常|骨性内生软骨瘤病|Ollier软骨发育障碍症|Ollier软骨瘤|单侧性软骨瘤病|多发性内生软骨形成症|多发性内生性软骨瘤病|内生软骨病|软骨发育异常|软骨发育障碍综合征|软骨瘤型Ollier病|软骨营养不良症|软骨疣综合征
4002	脊柱关节炎	脊柱关节病|血清阴性脊柱关节病
5472	股骨转子间骨折	转子间骨折
6552	骨皮肤病综合征	Touraine-Solente-Gole综合征|厚皮厚骨膜病|肢端厚皮症|骨膜骨质增生|肢端肥大综合征|巨皮巨骨综合征|Brugsch综合征|Velinger综合征|Roy综合征|Roy-Tutras综合征|Audry综合征|Friedrdich-Erb-Arnold综合征|厚皮性骨膜病|皮肤肥厚骨膜骨质增生症|图雷纳-索兰伍特-戈列综合征|Friedrich-Erb-Arnold综合征|Roy-Jutra综合征|Uelinger综合征|非特异性肥大性骨关节病|骨皮肤综合征|厚皮骨膜增生症|皮肤肥厚肢端肥大综合征|皮肤骨膜肥厚征|皮肤和骨肥厚综合征|特发性肥大性皮肤肥厚肢端肥大综合征|特发性家庭普遍性骨赘病|肢厚皮症|皱褶性厚皮骨膜病
3226	毛细血管瘤	微血管肿|毛细管性血管瘤|毛细管血管瘤|单纯性血管瘤|先天血管瘤|Kasadach-Merritt综合征|Klippel-Trenaunay综合征|Maffucci综合征|海绵状血管瘤|静脉畸形|Kast综合征|软骨发育不良并发血管瘤综合征|软骨发育异常伴多发性海绵状血管瘤综合征|软骨营养不良并发血管错构瘤|软骨营养不良血管瘤|血管瘤并发软骨发育不全
12500	钙化性关节周围炎	Kohler-Pellegrini-Stieda病|Kohler-Stieda综合征|Pellegrini-Stieda病|Pellegrini病|Pellegrini综合征|Stieda-Pellegrini综合征|钙化性关节周围炎|钙化性腱炎、钙化性腱鞘炎|关节周围钙化|膝关节内侧侧副韧带钙化|膝关节损伤性骨化|膝关节周围钙化症|膝内外侧韧带骨化
5456	颅骨线性骨折	
7456	骨恶性淋巴瘤	网织细胞肉瘤何杰金病
2062	假关节	
8746	上干型胸廓出口综合征	上干型胸廓出口综合症
8612	桡骨干骨折	
1819	骨硬化症	石骨症|大理石骨|大理石状骨病|原发性脆性骨硬化|硬化性增生性骨病|粉笔样骨|骨质石化病|骨硬化病|Albers-Schonberg病|阿耳伯斯·尚堡病|阿耳伯斯·尚堡氏病|Albers-Schonberg综合征|白垩|泛发性骨硬化症|骨石化症|广泛性脆骨性骨硬化病|全身性石骨症|先天性石骨症|硬化性增生性骨|原发性脆骨硬化症
10207	腰椎小关节不稳症	小关节半脱位|小关节错位
8899	手部屈指肌腱损伤	
731	Ellis-van Creveld综合征	软骨外胚层发育不全|艾-范二氏综合征|软骨外胚层发育不良|多指和软骨发育不良|六指侏儒症|肢端发育不全Ⅲ型|肢端综合征|中外胚层发育不全|软骨-外胚层发育不全|发鼻指（趾)综合征|软骨外胚层发育异常
9180	膝关节内侧副韧带断裂	
1630	多发性骨髓瘤	Kahler病|赫珀特病|赫珀特氏病|浆细胞骨髓瘤|骨髓瘤|Kahler-Bozzolo综合征
494	先天性畸形足	先天性马蹄内翻足|马蹄内翻足
3069	胆固醇栓塞	
1811	成骨不全	脆骨病|脆骨-蓝巩膜-耳聋综合征|成骨不全综合征|Durante病|Lobstein病|Porak-Durante综合征|Spurway综合征|骨脆弱病|青色巩膜症|Dighton-Adair 综合征|Eddowes 病|Hoeve-Dekleyn 综合征|Lobstein 脆骨病|Vander Hoeve 综合征|迟缓性成骨不全症|蓝巩膜-脆骨-耳聋综合征|先天性成骨不全病|Adair-Dighton综合征|Durante综合征|Eddowes病|Eddowes综合征|Hoeve-Dekleyn综合征|Lobstein脆骨病|迟缓成骨不全症|脆骨蓝巩膜耳聋综合征|脆骨蓝巩膜综合征|脆骨症综合征|骨膜发育异常|间充质发育不全|蓝巩膜和耳聋综合征|特发性骨质脆弱|先天性成骨不全|严重性（或致死性)成骨不全|遗传性脆骨三联症|成骨不全症|脆骨一蓝巩膜一耳聋综合征|Adair-Dighton 综合征|脆骨病Ekman-Lobstein 综合征|EddoweS 综合征
8563	前纵韧带骨化症	前纵韧带的骨化
2001	复发性多软骨炎	多发性软骨病|复发性多发软骨炎|软骨软化性关节炎|Meyenburg-Altherz-Vehlinger综合征|Meyenburg综合征|Von Meyenburg-Allherrliger综合征|Von-Meyenburg综合征|播散性软骨周围炎|风湿性全软骨炎|风湿性软骨周围炎|复发性多发性软骨炎|复合性软骨病|慢性家族性萎缩性多发性软骨炎|慢性萎缩性多发性软骨炎|慢性萎缩性软骨周围炎|弥散性软骨炎|全软骨炎|全身性全软骨炎|软骨软化症|软骨性关节炎-耳聋综合征|软骨炎及虹膜炎|系统性软骨软化症
7819	颈椎椎管狭窄症	颈椎部椎管狭窄综合征|颈椎管狭窄综合征|颈椎管狭窄症
6728	击出性骨折	眼眶骨折|眶底爆折|爆裂性眼眶骨折|爆裂性眶底骨折|眶底骨折综合征
7662	脊柱裂和有关畸形	
7809	颈型颈椎病	
7094	弹响肩胛	弹响肩|弹响肩胛骨|肩关节弹响|肩胛弹响
6916	髌股关节软骨损伤	
11029	喙突胸小肌综合征	
11064	脊椎外伤	
2319	脊椎前移	
2216	Scheuermann病	青年性驼背|少年驼背症|Schmorel-Beadle病|Schmorel病|次发性骨骺骨软骨病|畸形性骨软骨骨炎|脊柱后突|脊椎骨骺炎|青春期脊椎后凸|青年期变性性脊柱后凸病|青年期驼背|青年性脊柱后凸|青年圆背|少年期椎体骺板骨软骨病|少年驼背|髓样核突出病|幼年期脊柱后凸|中心型间盘突出症|椎体骺板缺血性坏死
400	腕管综合征	迟发性正中神经麻痹|鼠标手|腕管狭窄症|迟发性正中神经瘫痪|腕管狭窄性腱鞘炎|腕管正中神经损伤综合征|正中神经挤压综合征|正中神经压迫综合征
11368	膝关节置换术后康复	
9230	先天性环状束带	Streeter畸形|狭窄环综合征|先天性环状挛缩带|先天性束带综合征
3718	跖痛症	
2803	骨软骨瘤	
9105	腕关节结核	
12460	先天性肱桡肌挛缩症	
11388	先天性外展性髋挛缩	
12490	先天性髋关节外展挛缩	
2901	嗜酸粒细胞增多肌痛综合征	嗜酸性粒细胞增多-肌痛综合征|嗜酸粒细胞增多-肌痛综合征|嗜酸细胞增多性肌痛综合征|嗜酸性粒细胞增多-肌痛综合症
2427	胸廓出口综合征	肋锁综合征|前斜角肌综合征|胸廓出口综合症|胸小肌综合征|胸腔出口综合征|Naffziger综合征|臂丛神经血管卡压症|costo-clavicular综合征|Falconer-Waddll综合征|军人姿势综合征|Adson综合征|Coote综合征|Haven综合征|NooneⅡ型综合征|肩胛压迫综合征|肋骨锁骨压迫综合征|肋骨-锁骨综合征|前斜角肌症候群|神经血管压迫综合征|臂丛神经血管受压症
2771	绝经后骨质疏松	绝经后骨质疏松症
7814	颈椎过伸性损伤	挥鞭性损伤|脊髓中央管症候群
8871	食管压迫型颈椎病	吞咽困难型颈椎病
5920	多发性骨纤维结构不良症	Albright综合征|McCune Albright综合征|McCune-Albright综合征|多发性骨纤维性发育不良|多骨纤维性结构不良|多骨纤维性结构不良症|多骨性纤维异常增生症
8601	全面部骨折	
12493	腘窝翼状赘皮综合征	四综合征|四征综合征|脸生殖腘综合征|腘翼状胬肉综合征|腘蹼综合征|腭裂-腘-唇裂-生殖综合征|唇小凹、唇腭裂、腘翼状胬肉综合征
7825	胫后神经损伤	
9128	尾神经丛痛	
6670	化脓性脊柱炎	化脓性脊椎炎
5638	先天性脊柱裂	脊柱裂|柱裂
11580	短颈综合征	先天性蹼状颈综合征|先天性颈胸椎融合综合征
10483	指骨骨折	
1745	视神经脊髓炎	Devic病|Devic综合征|视神经脑脊髓病|眼脑脊髓病
7151	多肌腱末端病	
491	锁骨颅骨发育不良	
3875	肌腱炎	
4005	骨赘	骨质增生|骨刺|骨痹
3403	肩痛	
4173	22q11缺失综合征	
202	幼年特发性关节炎	青少年型类风湿性关节炎|少年性类风湿性关节炎|儿童慢性关节炎|幼年类风湿关节炎|幼年型类风湿关节炎|幼年类风湿性关节炎|幼年型类风湿性关节炎|青少年类风湿性关节炎|小儿Still病|幼年关节炎|幼年慢性多关节炎|多发性慢性少年期关节炎|少年期类风湿性关节炎|Chauffard-Ramon综合征|急性少年型类风湿关节炎|进行性脾脏、淋巴结肿大、多发性关节炎|青年性畸形性关节炎|青年性类风湿关节炎|系统性幼年型类风湿关节炎|幼年慢性关节炎|幼年性关节炎|幼儿still病|幼儿斯蒂尔病
5443	颞下颌关节陈旧性脱位	
3068	软组织损伤	
9208	先天性垂直距骨	畸形性距舟关节脱位|先天性凸形外翻足
7135	短骨骨干结核	
10077	胸椎后纵韧带骨化症	
3772	腱鞘囊肿	
6132	早期肌阵挛脑病	
5465	桡骨下端屈曲型骨折	Smith骨折|反科雷斯骨折|桡骨远端屈曲型骨折
4027	脊柱骨软骨病	
5471	髋关节前脱位	档内出
7525	后十字韧带损伤	后交叉韧带损伤
9743	小儿锁骨颅骨发育不全综合征	小儿chenthaurer综合征|小儿Hulkerantt骨形成不全|小儿Marie-Sainton综合征|小儿颅锁发育不全|小儿锁骨颅骨发育不全综合症|小儿锁颅骨发育不全综合征|Hulkcrantz骨形成不全|Marie-Sainton综合征|Scheuthaurer综合征|骨-牙发育形成不全|骨牙形成障碍综合征|颅骨锁骨发育不全|颅锁发育不全综合征|颅锁骨发育异常|锁颅骨发育障碍综合征|突变性骨发育不全
8617	桡骨远端骨骺分离	
4371	脊柱结核	
7811	颈椎半椎体畸形	
475	脊索瘤	背索上皮瘤|成脊索细胞瘤|脊索肉瘤|脊索上皮瘤
5890	骨筋膜室综合征	急性筋膜间室综合征|骨筋膜间隔区综合征|骨筋膜间室综合征|筋膜间室综合征|前臂缺血性挛缩|前臂掌侧骨筋膜室综合征|前臂掌侧筋膜间隔综合征|前臂掌侧筋膜间室综合征
12485	多发性肉样肿瘤囊样骨炎	Besnier-bodck-schaumann综合征|Boeck结节病|Hutchinson-Boeck综合征|Jungling病|Moller-boeck病|冻疮样狼疮|多发性囊状骨结核|多发性肉样肿瘤囊样骨炎
